Site,Nest,Tree,DBH,Stage,Ht
Olympic,TopCavity,DouglasFir,70,5.0,7
Olympic,TopCavity,DouglasFir,119,2.0,9
Olympic,TopCavity,DouglasFir,162,6.0,10
Olympic,TopCavity,DouglasFir,79,5.0,11
Olympic,TopCavity,DouglasFir,92,5.0,15
Olympic,TopCavity,DouglasFir,68,4.0,16
Olympic,TopCavity,DouglasFir,139,3.0,26
Olympic,TopCavity,DouglasFir,129,3.0,29
Olympic,TopCavity,DouglasFir,122,2.0,31
Olympic,TopCavity,DouglasFir,109,2.0,35
Olympic,TopCavity,DouglasFir,96,2.0,35
Olympic,TopCavity,DouglasFir,90,2.0,35
Olympic,TopCavity,DouglasFir,114,2.0,38
Olympic,TopCavity,DouglasFir,80,3.0,39
Olympic,TopCavity,DouglasFir,125,2.0,41
Olympic,TopCavity,DouglasFir,180,5.0,42
Olympic,TopCavity,DouglasFir,89,3.0,43
Olympic,TopCavity,DouglasFir,204,1.0,44
Olympic,TopCavity,DouglasFir,183,3.0,46
Olympic,TopCavity,DouglasFir,174,2.0,50
Olympic,TopCavity,DouglasFir,158,2.0,50
Olympic,TopCavity,DouglasFir,116,2.0,52
Olympic,TopCavity,DouglasFir,183,2.0,54
Olympic,TopCavity,DouglasFir,199,2.0,55
Olympic,TopCavity,DouglasFir,86,2.0,56
Olympic,TopCavity,DouglasFir,136,2.0,68
Olympic,TopCavity,WesternHemlock,87,4.0,12
Olympic,TopCavity,WesternHemlock,104,5.0,16
Olympic,TopCavity,WesternHemlock,41,5.0,16
Olympic,TopCavity,WesternHemlock,59,5.0,19
Olympic,TopCavity,WesternHemlock,59,2.0,33
Olympic,TopCavity,WesternHemlock,59,2.0,34
Olympic,TopCavity,WesternHemlock,78,3.0,34
Olympic,TopCavity,WesternHemlock,89,2.0,35
Olympic,TopCavity,WesternHemlock,85,2.0,36
Olympic,TopCavity,WesternHemlock,115,2.0,40
Olympic,TopCavity,WesternHemlock,100,2.0,45
Olympic,TopCavity,WesternHemlock,105,2.0,49
Olympic,TopCavity,WesternHemlock,106,2.0,50
Olympic,TopCavity,WesternHemlock,125,2.0,51
Olympic,TopCavity,WesternRedCedar,62,4.0,21
Olympic,TopCavity,WesternRedCedar,196,2.0,39
Olympic,TopCavity,WesternRedCedar,203,2.0,42
Olympic,TopCavity,WesternRedCedar,155,2.0,42
Olympic,TopCavity,WesternRedCedar,218,2.0,48
Olympic,TopCavity,WesternRedCedar,162,2.0,48
Olympic,TopCavity,WesternRedCedar,108,2.0,48
Olympic,TopCavity,WesternRedCedar,215,2.0,52
Olympic,TopCavity,WesternRedCedar,232,1.0,65
Olympic,TopCavity,Other,78,4.0,15
Olympic,TopCavity,Other,101,2.0,25
Olympic,TopCavity,Other,151,2.0,36
Interior,TopCavity,DouglasFir,92,,21
Interior,TopCavity,DouglasFir,91,,14
Interior,TopCavity,DouglasFir,94,,8
Interior,TopCavity,WesternRedCedar,150,,33
Interior,TopCavity,Other,67,,36
CoastN,TopCavity,DouglasFir,142,2.0,44
CoastN,TopCavity,DouglasFir,163,3.0,13
CoastN,TopCavity,DouglasFir,120,2.0,24
CoastN,TopCavity,DouglasFir,168,2.0,61
CoastN,TopCavity,DouglasFir,197,2.0,54
CoastN,TopCavity,DouglasFir,190,2.0,62
CoastN,TopCavity,DouglasFir,177,2.0,60
CoastN,TopCavity,DouglasFir,132,2.0,53
CoastN,TopCavity,DouglasFir,179,2.0,64
CoastN,TopCavity,DouglasFir,189,2.0,65
CoastN,TopCavity,DouglasFir,137,2.0,44
CoastN,TopCavity,DouglasFir,138,2.0,27
CoastN,TopCavity,DouglasFir,131,2.0,41
CoastN,TopCavity,DouglasFir,132,2.0,33
CoastN,TopCavity,DouglasFir,107,2.0,28
CoastN,TopCavity,DouglasFir,149,2.0,52
CoastN,TopCavity,DouglasFir,121,2.0,42
CoastN,TopCavity,DouglasFir,196,2.0,59
CoastN,TopCavity,DouglasFir,109,2.0,45
CoastN,TopCavity,DouglasFir,180,2.0,37
CoastN,TopCavity,DouglasFir,136,2.0,44
CoastN,TopCavity,DouglasFir,171,2.0,57
CoastN,TopCavity,DouglasFir,135,2.0,42
CoastN,TopCavity,DouglasFir,94,2.0,37
CoastN,TopCavity,DouglasFir,142,2.0,53
CoastN,TopCavity,DouglasFir,135,2.0,24
CoastN,TopCavity,DouglasFir,151,2.0,54
CoastN,TopCavity,DouglasFir,127,2.0,44
CoastN,TopCavity,DouglasFir,213,2.0,47
CoastN,TopCavity,DouglasFir,148,2.0,25
CoastN,TopCavity,DouglasFir,91,2.0,54
CoastN,TopCavity,DouglasFir,102,2.0,38
CoastN,TopCavity,DouglasFir,188,2.0,40
CoastN,TopCavity,DouglasFir,137,2.0,52
CoastN,TopCavity,DouglasFir,144,2.0,38
CoastN,TopCavity,DouglasFir,143,2.0,58
CoastN,TopCavity,DouglasFir,117,2.0,46
CoastN,TopCavity,DouglasFir,150,2.0,47
CoastN,TopCavity,DouglasFir,171,2.0,50
CoastN,TopCavity,DouglasFir,113,2.0,40
CoastN,TopCavity,DouglasFir,109,2.0,42
CoastN,TopCavity,DouglasFir,142,2.0,45
CoastN,TopCavity,DouglasFir,99,2.0,23
CoastN,TopCavity,DouglasFir,153,2.0,40
CoastN,TopCavity,DouglasFir,170,2.0,51
CoastN,TopCavity,DouglasFir,130,2.0,33
CoastN,TopCavity,DouglasFir,159,2.0,35
CoastN,TopCavity,DouglasFir,109,2.0,43
CoastN,TopCavity,DouglasFir,180,6.0,13
CoastN,TopCavity,DouglasFir,145,2.0,33
CoastN,TopCavity,DouglasFir,161,1.0,52
CoastN,TopCavity,DouglasFir,155,2.0,18
CoastN,TopCavity,DouglasFir,193,2.0,47
CoastN,TopCavity,DouglasFir,111,2.0,34
CoastN,TopCavity,DouglasFir,163,2.0,42
CoastN,TopCavity,DouglasFir,155,2.0,37
CoastN,TopCavity,DouglasFir,138,2.0,36
CoastN,TopCavity,DouglasFir,170,2.0,66
CoastN,TopCavity,DouglasFir,88,2.0,38
CoastN,TopCavity,DouglasFir,135,2.0,55
CoastN,TopCavity,DouglasFir,115,2.0,48
CoastN,TopCavity,DouglasFir,180,2.0,60
CoastN,TopCavity,DouglasFir,146,6.0,13
CoastN,TopCavity,DouglasFir,148,2.0,32
CoastN,TopCavity,DouglasFir,166,6.0,22
CoastN,TopCavity,DouglasFir,115,2.0,27
CoastN,TopCavity,DouglasFir,156,2.0,49
CoastN,TopCavity,DouglasFir,110,2.0,26
CoastN,TopCavity,DouglasFir,154,2.0,52
CoastN,TopCavity,DouglasFir,160,2.0,56
CoastN,TopCavity,DouglasFir,187,2.0,44
CoastN,TopCavity,DouglasFir,107,2.0,49
CoastN,TopCavity,DouglasFir,181,2.0,53
CoastN,TopCavity,DouglasFir,109,2.0,37
CoastN,TopCavity,DouglasFir,188,2.0,65
CoastN,TopCavity,DouglasFir,213,2.0,52
CoastN,TopCavity,DouglasFir,142,2.0,48
CoastN,TopCavity,DouglasFir,155,2.0,28
CoastN,TopCavity,DouglasFir,168,2.0,35
CoastN,TopCavity,DouglasFir,104,6.0,22
CoastN,TopCavity,DouglasFir,102,7.0,18
CoastN,TopCavity,DouglasFir,164,1.0,55
CoastN,TopCavity,DouglasFir,147,2.0,55
CoastN,TopCavity,DouglasFir,141,2.0,43
CoastN,TopCavity,DouglasFir,186,2.0,64
CoastN,TopCavity,DouglasFir,122,2.0,32
CoastN,TopCavity,DouglasFir,147,2.0,37
CoastN,TopCavity,DouglasFir,114,2.0,39
CoastN,TopCavity,DouglasFir,182,2.0,44
CoastN,TopCavity,DouglasFir,160,2.0,46
CoastN,TopCavity,DouglasFir,62,2.0,6
CoastN,TopCavity,DouglasFir,146,2.0,33
CoastN,TopCavity,DouglasFir,133,2.0,47
CoastN,TopCavity,DouglasFir,164,3.0,28
CoastN,TopCavity,DouglasFir,122,2.0,38
CoastN,TopCavity,DouglasFir,127,2.0,29
CoastN,TopCavity,DouglasFir,110,2.0,42
CoastN,TopCavity,DouglasFir,109,2.0,24
CoastN,TopCavity,DouglasFir,127,2.0,38
CoastN,TopCavity,DouglasFir,142,2.0,12
CoastN,TopCavity,DouglasFir,175,2.0,44
CoastN,TopCavity,DouglasFir,120,2.0,47
CoastN,TopCavity,DouglasFir,164,2.0,42
CoastN,TopCavity,DouglasFir,182,2.0,44
CoastN,TopCavity,DouglasFir,106,2.0,45
CoastN,TopCavity,DouglasFir,109,2.0,42
CoastN,TopCavity,DouglasFir,124,2.0,26
CoastN,TopCavity,DouglasFir,105,2.0,19
CoastN,TopCavity,DouglasFir,141,2.0,41
CoastN,TopCavity,DouglasFir,172,2.0,50
CoastN,TopCavity,DouglasFir,142,2.0,33
CoastN,TopCavity,DouglasFir,155,2.0,47
CoastN,TopCavity,DouglasFir,104,2.0,30
CoastN,TopCavity,DouglasFir,150,2.0,34
CoastN,TopCavity,DouglasFir,161,2.0,51
CoastN,TopCavity,DouglasFir,134,2.0,52
CoastN,TopCavity,DouglasFir,143,2.0,56
CoastN,TopCavity,DouglasFir,130,2.0,34
CoastN,TopCavity,DouglasFir,142,2.0,43
CoastN,TopCavity,DouglasFir,171,2.0,54
CoastN,TopCavity,DouglasFir,161,2.0,37
CoastN,TopCavity,DouglasFir,110,2.0,31
CoastN,TopCavity,DouglasFir,144,2.0,44
CoastN,TopCavity,DouglasFir,109,2.0,35
CoastN,TopCavity,DouglasFir,114,2.0,25
CoastN,TopCavity,DouglasFir,154,2.0,47
CoastN,TopCavity,DouglasFir,159,2.0,44
CoastN,TopCavity,DouglasFir,127,2.0,28
CoastN,TopCavity,DouglasFir,106,2.0,32
CoastN,TopCavity,DouglasFir,180,2.0,30
CoastN,TopCavity,DouglasFir,132,2.0,48
CoastN,TopCavity,DouglasFir,168,2.0,48
CoastN,TopCavity,DouglasFir,129,2.0,48
CoastN,TopCavity,DouglasFir,147,2.0,37
CoastN,TopCavity,DouglasFir,137,2.0,32
CoastN,TopCavity,DouglasFir,157,2.0,48
CoastN,TopCavity,DouglasFir,125,6.0,13
CoastN,TopCavity,DouglasFir,175,2.0,46
CoastN,TopCavity,DouglasFir,115,2.0,40
CoastN,TopCavity,DouglasFir,154,2.0,47
CoastN,TopCavity,DouglasFir,144,2.0,44
CoastN,TopCavity,DouglasFir,123,2.0,48
CoastN,TopCavity,DouglasFir,183,2.0,48
CoastN,TopCavity,DouglasFir,147,2.0,36
CoastN,TopCavity,DouglasFir,139,2.0,41
CoastN,TopCavity,DouglasFir,122,2.0,29
CoastN,TopCavity,DouglasFir,120,2.0,50
CoastN,TopCavity,DouglasFir,103,2.0,38
CoastN,TopCavity,DouglasFir,150,2.0,49
CoastN,TopCavity,DouglasFir,141,2.0,35
CoastN,TopCavity,DouglasFir,175,2.0,35
CoastN,TopCavity,DouglasFir,113,2.0,44
CoastN,TopCavity,DouglasFir,152,2.0,61
CoastN,TopCavity,DouglasFir,112,2.0,35
CoastN,TopCavity,DouglasFir,122,2.0,40
CoastN,TopCavity,DouglasFir,178,2.0,55
CoastN,TopCavity,DouglasFir,191,2.0,60
CoastN,TopCavity,DouglasFir,167,2.0,42
CoastN,TopCavity,DouglasFir,140,2.0,23
CoastN,TopCavity,DouglasFir,132,2.0,19
CoastN,TopCavity,DouglasFir,130,2.0,29
CoastN,TopCavity,DouglasFir,108,2.0,26
CoastN,TopCavity,DouglasFir,135,2.0,46
CoastN,TopCavity,DouglasFir,152,2.0,40
CoastN,TopCavity,DouglasFir,95,2.0,28
CoastN,TopCavity,DouglasFir,122,2.0,34
CoastN,TopCavity,DouglasFir,157,2.0,45
CoastN,TopCavity,DouglasFir,147,2.0,58
CoastN,TopCavity,DouglasFir,190,2.0,48
CoastN,TopCavity,DouglasFir,137,2.0,49
CoastN,TopCavity,DouglasFir,120,2.0,47
CoastN,TopCavity,DouglasFir,159,2.0,49
CoastN,TopCavity,DouglasFir,123,2.0,39
CoastN,TopCavity,DouglasFir,177,2.0,49
CoastN,TopCavity,DouglasFir,102,6.0,14
CoastN,TopCavity,DouglasFir,94,2.0,29
CoastN,TopCavity,DouglasFir,97,2.0,20
CoastN,TopCavity,DouglasFir,89,2.0,33
CoastN,TopCavity,DouglasFir,141,2.0,21
CoastN,TopCavity,DouglasFir,137,2.0,35
CoastN,TopCavity,DouglasFir,164,2.0,45
CoastN,TopCavity,DouglasFir,137,2.0,39
CoastN,TopCavity,DouglasFir,115,2.0,26
CoastN,TopCavity,DouglasFir,130,2.0,48
CoastN,TopCavity,DouglasFir,152,2.0,34
CoastN,TopCavity,DouglasFir,219,2.0,38
CoastN,TopCavity,DouglasFir,79,2.0,22
CoastN,TopCavity,DouglasFir,126,2.0,34
CoastN,TopCavity,DouglasFir,180,2.0,45
CoastN,TopCavity,DouglasFir,181,2.0,48
CoastN,TopCavity,DouglasFir,153,2.0,44
CoastN,TopCavity,DouglasFir,180,2.0,53
CoastN,TopCavity,DouglasFir,114,6.0,15
CoastN,TopCavity,DouglasFir,155,2.0,57
CoastN,TopCavity,DouglasFir,126,2.0,52
CoastN,TopCavity,DouglasFir,107,2.0,35
CoastN,TopCavity,DouglasFir,97,3.0,20
CoastN,TopCavity,DouglasFir,117,2.0,42
CoastN,TopCavity,DouglasFir,190,2.0,56
CoastN,TopCavity,DouglasFir,134,2.0,54
CoastN,TopCavity,DouglasFir,113,2.0,37
CoastN,TopCavity,DouglasFir,139,2.0,38
CoastN,TopCavity,DouglasFir,136,2.0,32
CoastN,TopCavity,DouglasFir,120,2.0,55
CoastN,TopCavity,DouglasFir,101,2.0,37
CoastN,TopCavity,DouglasFir,141,2.0,25
CoastN,TopCavity,DouglasFir,145,2.0,30
CoastN,TopCavity,DouglasFir,148,2.0,46
CoastN,TopCavity,DouglasFir,107,2.0,35
CoastN,TopCavity,DouglasFir,137,2.0,22
CoastN,TopCavity,DouglasFir,173,2.0,40
CoastN,TopCavity,DouglasFir,108,2.0,49
CoastN,TopCavity,DouglasFir,185,2.0,59
CoastN,TopCavity,DouglasFir,158,2.0,54
CoastN,TopCavity,DouglasFir,161,2.0,50
CoastN,TopCavity,DouglasFir,156,2.0,46
CoastN,TopCavity,DouglasFir,194,2.0,48
CoastN,TopCavity,DouglasFir,142,2.0,28
CoastN,TopCavity,DouglasFir,183,2.0,47
CoastN,TopCavity,DouglasFir,145,2.0,33
CoastN,TopCavity,DouglasFir,201,6.0,23
CoastN,TopCavity,DouglasFir,197,2.0,53
CoastN,TopCavity,DouglasFir,168,2.0,53
CoastN,TopCavity,DouglasFir,114,2.0,31
CoastN,TopCavity,DouglasFir,142,2.0,40
CoastN,TopCavity,DouglasFir,149,2.0,50
CoastN,TopCavity,DouglasFir,127,2.0,38
CoastN,TopCavity,DouglasFir,143,2.0,44
CoastN,TopCavity,DouglasFir,170,2.0,54
CoastN,TopCavity,DouglasFir,165,2.0,36
CoastN,TopCavity,DouglasFir,86,2.0,16
CoastN,TopCavity,DouglasFir,119,2.0,27
CoastN,TopCavity,DouglasFir,109,2.0,21
CoastN,TopCavity,DouglasFir,97,2.0,46
CoastN,TopCavity,DouglasFir,101,2.0,41
CoastN,TopCavity,DouglasFir,120,2.0,49
CoastN,TopCavity,DouglasFir,235,2.0,58
CoastN,TopCavity,DouglasFir,136,7.0,8
CoastN,TopCavity,DouglasFir,144,7.0,18
CoastN,TopCavity,DouglasFir,115,2.0,42
CoastN,TopCavity,DouglasFir,163,2.0,47
CoastN,TopCavity,DouglasFir,148,4.0,18
CoastN,TopCavity,DouglasFir,149,6.0,25
CoastN,TopCavity,DouglasFir,215,7.0,18
CoastN,TopCavity,DouglasFir,225,2.0,48
CoastN,TopCavity,DouglasFir,113,2.0,47
CoastN,TopCavity,DouglasFir,214,6.0,24
CoastN,TopCavity,DouglasFir,209,2.0,56
CoastN,TopCavity,DouglasFir,225,2.0,64
CoastN,TopCavity,DouglasFir,200,2.0,55
CoastN,TopCavity,DouglasFir,212,2.0,48
CoastN,TopCavity,DouglasFir,206,2.0,59
CoastN,TopCavity,DouglasFir,143,2.0,53
CoastN,TopCavity,DouglasFir,238,2.0,49
CoastN,TopCavity,DouglasFir,235,2.0,58
CoastN,TopCavity,DouglasFir,173,2.0,47
CoastN,TopCavity,DouglasFir,194,2.0,58
CoastN,TopCavity,DouglasFir,179,2.0,45
CoastN,TopCavity,DouglasFir,211,2.0,63
CoastN,TopCavity,DouglasFir,161,2.0,65
CoastN,TopCavity,DouglasFir,167,2.0,53
CoastN,TopCavity,DouglasFir,214,2.0,61
CoastN,TopCavity,DouglasFir,106,5.0,20
CoastN,TopCavity,DouglasFir,136,2.0,56
CoastN,TopCavity,DouglasFir,170,2.0,61
CoastN,TopCavity,DouglasFir,124,2.0,46
CoastN,TopCavity,DouglasFir,138,2.0,64
CoastN,TopCavity,DouglasFir,171,2.0,64
CoastN,TopCavity,DouglasFir,141,2.0,53
CoastN,TopCavity,DouglasFir,156,2.0,50
CoastN,TopCavity,DouglasFir,164,2.0,54
CoastN,TopCavity,DouglasFir,161,2.0,42
CoastN,TopCavity,DouglasFir,152,7.0,11
CoastN,TopCavity,DouglasFir,140,2.0,56
CoastN,TopCavity,DouglasFir,137,6.0,19
CoastN,TopCavity,DouglasFir,172,2.0,47
CoastN,TopCavity,DouglasFir,194,2.0,60
CoastN,TopCavity,DouglasFir,206,2.0,27
CoastN,TopCavity,DouglasFir,172,2.0,45
CoastN,TopCavity,DouglasFir,130,2.0,57
CoastN,TopCavity,DouglasFir,154,2.0,49
CoastN,TopCavity,DouglasFir,233,2.0,63
CoastN,TopCavity,DouglasFir,152,2.0,54
CoastN,TopCavity,DouglasFir,146,2.0,53
CoastN,TopCavity,DouglasFir,135,2.0,44
CoastN,TopCavity,DouglasFir,56,2.0,19
CoastN,TopCavity,DouglasFir,75,2.0,37
CoastN,TopCavity,DouglasFir,145,2.0,50
CoastN,TopCavity,DouglasFir,212,2.0,63
CoastN,TopCavity,DouglasFir,172,2.0,58
CoastN,TopCavity,DouglasFir,179,2.0,60
CoastN,TopCavity,DouglasFir,102,2.0,22
CoastN,TopCavity,DouglasFir,169,2.0,45
CoastN,TopCavity,DouglasFir,116,4.0,16
CoastN,TopCavity,WesternHemlock,95,2.0,36
CoastN,TopCavity,WesternRedCedar,142,2.0,40
CoastN,TopCavity,WesternRedCedar,118,6.0,17
CoastN,TopCavity,WesternRedCedar,124,2.0,39
CoastN,TopCavity,WesternRedCedar,168,2.0,47
CoastN,TopCavity,WesternRedCedar,244,2.0,45
CoastN,TopCavity,WesternRedCedar,205,2.0,50
CoastN,TopCavity,WesternRedCedar,126,2.0,25
CoastN,TopCavity,WesternRedCedar,151,7.0,13
CoastN,TopCavity,Other,104,2.0,39
CoastN,TopCavity,Other,102,2.0,26
CoastN,TopCavity,Other,114,6.0,14
CoastN,TopCavity,Other,132,6.0,14
CoastS,TopCavity,DouglasFir,107,1.0,22
CoastS,TopCavity,DouglasFir,130,1.0,25
CoastS,TopCavity,DouglasFir,157,1.0,25
CoastS,TopCavity,DouglasFir,146,1.0,26
CoastS,TopCavity,DouglasFir,122,1.0,26
CoastS,TopCavity,DouglasFir,173,1.0,26
CoastS,TopCavity,DouglasFir,109,1.0,27
CoastS,TopCavity,DouglasFir,100,1.0,29
CoastS,TopCavity,DouglasFir,165,1.0,30
CoastS,TopCavity,DouglasFir,162,1.0,30
CoastS,TopCavity,DouglasFir,130,1.0,30
CoastS,TopCavity,DouglasFir,132,1.0,30
CoastS,TopCavity,DouglasFir,87,1.0,31
CoastS,TopCavity,DouglasFir,129,1.0,32
CoastS,TopCavity,DouglasFir,122,1.0,34
CoastS,TopCavity,DouglasFir,112,1.0,34
CoastS,TopCavity,DouglasFir,157,1.0,34
CoastS,TopCavity,DouglasFir,145,1.0,34
CoastS,TopCavity,DouglasFir,116,1.0,35
CoastS,TopCavity,DouglasFir,103,1.0,37
CoastS,TopCavity,DouglasFir,114,1.0,37
CoastS,TopCavity,DouglasFir,132,1.0,37
CoastS,TopCavity,DouglasFir,191,1.0,37
CoastS,TopCavity,DouglasFir,138,1.0,38
CoastS,TopCavity,DouglasFir,122,1.0,38
CoastS,TopCavity,DouglasFir,114,1.0,39
CoastS,TopCavity,DouglasFir,124,1.0,40
CoastS,TopCavity,DouglasFir,122,1.0,40
CoastS,TopCavity,DouglasFir,165,1.0,40
CoastS,TopCavity,DouglasFir,90,1.0,40
CoastS,TopCavity,DouglasFir,119,1.0,40
CoastS,TopCavity,DouglasFir,154,1.0,41
CoastS,TopCavity,DouglasFir,102,1.0,43
CoastS,TopCavity,DouglasFir,137,1.0,43
CoastS,TopCavity,DouglasFir,152,1.0,43
CoastS,TopCavity,DouglasFir,116,1.0,43
CoastS,TopCavity,DouglasFir,99,1.0,44
CoastS,TopCavity,DouglasFir,141,1.0,44
CoastS,TopCavity,DouglasFir,130,1.0,46
CoastS,TopCavity,DouglasFir,132,1.0,46
CoastS,TopCavity,DouglasFir,109,1.0,47
CoastS,TopCavity,DouglasFir,137,1.0,49
CoastS,TopCavity,DouglasFir,135,2.0,16
CoastS,TopCavity,DouglasFir,69,2.0,19
CoastS,TopCavity,DouglasFir,76,2.0,19
CoastS,TopCavity,DouglasFir,74,2.0,20
CoastS,TopCavity,DouglasFir,180,2.0,21
CoastS,TopCavity,DouglasFir,105,2.0,22
CoastS,TopCavity,DouglasFir,114,2.0,23
CoastS,TopCavity,DouglasFir,84,2.0,24
CoastS,TopCavity,DouglasFir,113,2.0,24
CoastS,TopCavity,DouglasFir,122,2.0,25
